"get_position","get_company","get_location","job_details","get_description"
"Rendering & Machine Learning Research Intern – GPUNVIDIA","NVIDIA","Switzerland, Zurich","https://ai-jobs.net/job/rendering-machine-learning-research-intern-gpu/","Today, we stand at the beginning of the AI computing era, ignited by a new computing model, GPU deep learning. This new model—where deep neural networks are trained to recognize patterns from massive amounts of data—has shown to be deeply effective at solving some of the most complex problems in everyday life.In this context, we are looking for a Rendering & Machine Learning Research Intern.You will be working with us on investigating the application of deep- and other machine-learning techniques to physically based rendering—the synthesis of realistic images by simulating the propagation of light through the virtual world. We leverage machine learning to increase the efficiency and quality of rendering algorithms with the ambitious eventual goal of a photorealistic real-time rendering engine.What you’ll be doingInventing novel algorithms that live on the intersection of light-transport simulation and machine learning, together with other researchers.Prototyping and evaluating these algorithms.Documenting your progress with the possibility of eventually publishing at an international conference.What we need to seeYou are pursuing a PhD in Computer Science or a related field.You have a strong background in computer graphics.You are familiar with Monte Carlo integration methods.You are familiar with general concepts of machine learning as well as neural networks.You have experience programming in C++ (ideally also in CUDA) as well as in Python.Dedication to mathematical correctness and high-quality software.Ways to stand out from the crowdYou possess a real passion for rendering and/or machine learning.Familiarity with a popular research renderer (e.g. Mitsuba, PBRT, or Tungsten) and popular machine-learning frameworks (e.g. TensorFlow, PyTorch, SciKit Learn).A track record of open-source projects, e.g. as part of university courses or as a hobby.Existing publications at international conferences in either computer graphics or machine learning.Strong expertise in machine learning.Strong written, verbal, or mathematical skills.At NVIDIA, our employees are passionate about parallel and visual computing. We’re united in our quest to transform the way graphics are used for work and play. Our technology impacts the visual experience in video game development, film production, space exploration, medicine, computational finance and automotive design. And we’ve only scratched the surface of what we can accomplish when we apply our technology to it. We need passionate, hard-­‐working and creative people to help us seek some of these unrivaled opportunities.With highly competitive salaries and a comprehensive benefits package, NVIDIA is widely considered to be one of the technology world’s most desirable employers. We have some of the most brilliant and talented people in the world working for us and, due to extraordinary growth, our elite engineering teams are growing fast.NVIDIA is committed to fostering a diverse work environment and proud to be an equal opportunity employer. As we highly value diversity in our current and future employees, we do not discriminate (including in our hiring and promotion practices) on the basis of race, religion, colour, national origin, gender, gender expression , sexual orientation, age, marital status, veteran status, disability status or any other characteristic protected by law.#deeplearning"
"Senior Research Scientist, Deep Learning – AINVIDIA","NVIDIA","Santa Clara, CA, USA","https://ai-jobs.net/job/senior-research-scientist-deep-learning-ai/","We are now looking for a Senior Deep Learning Research Scientist:NVIDIA is searching for a world-class researcher in deep learning to join our applied research team. We are passionate about deep learning applied to computer vision, audio, text and other domains, with the goal of improving specific problems encountered in NVIDIA’s products. After building prototypes that demonstrate the promise of your research, you will work with product teams to help them integrate your ideas into products. If you’re interested in researching and applying the latest advances in the deep learning revolution to solve real-life problems, this team may be an outstanding fit for you!What you’ll be doing:Conceive deep learning approaches to solving particular product problems.Construct and curate large problem-specific datasets.Design and implement machine learning techniques aimed at solving specific problems.Transfer your technology to product groups.Keep up with the latest DL research and collaborate with diverse teams (internal and external to NVIDIA), including DL researchers, hardware architects, and software engineers.What we need to see:PhD or equivalent experience in Computer Science, Electrical Engineering, Artificial Intelligence, Applied Math, or related field with 4+ years of relevant work or lab/research experienceExcellent knowledge of theory and practice of machine learning.Excellent programming skills in some rapid prototyping environment such as MATLAB or Python; C++ and parallel programming (e.g., CUDA) is a plus.Knowledge of common machine learning frameworks.Track record of research excellence or significant product development.Knowledge of application areas such as computer vision or natural language processingStrong communication and interpersonal skills are required along with the ability to work in a dynamic, product oriented, global team. A history of mentoring junior engineers and interns a huge plus.NVIDIA is increasingly known as “the AI computing company” and is widely considered to be one of the technology world’s most desirable employers. We have some of the most forward-thinking and hardworking people in the world working for us. Are you creative and collaborative with a passion for researching new application areas for applying deep learning and artificial intelligence? Come, join our Deep Learning Research team and help us invent the future of NVIDIA!NVIDIA is committed to fostering a diverse work environment and proud to be an equal opportunity employer. As we highly value diversity in our current and future employees, we do not discriminate (including in our hiring and promotion practices) on the basis of race, religion, color, national origin, gender, gender expression , sexual orientation, age, marital status, veteran status, disability status or any other characteristic protected by law.#deeplearning"
"Data Scientist / EngineerDeezer","Deezer","Paris, Île-de-France, France","https://ai-jobs.net/job/data-scientist-engineer/","Company DescriptionBelieve in better.Deezer is a global music streaming service with over 53 millions of tracks and a leading presence in over 180 countries, with 14 million monthly active users.  Behind the code and the pixels is our team of 500 music lovers, and we’re building something incredible together. Want in? If you’re looking for an adventure, not just a job, and you fancy seeing ideas come to life in a heartbeat, you’re in the right place.We believe in better product, better speed and better people.Job DescriptionWhat you will do:Be part of our data warehouse project, making data available to everyone at Deezer.Work closely with Tech, Product, Finance, Marketing… translating their needs into data projects, evangelize them on our methodology and follow-up on the delivered projects.Dig into our mountains of data (Hadoop Cluster: Hive/Spark,Python…) finding the needle in the haystack.Be one of our tech ambassadors: write functional and optimized codes (Spark/Scala, Python), help team members do the same, do technological watch, challenge our production pipeline and contribute to the test process.QualificationsWhat we are looking for:At least 5 years of experience of data science or computer science, with a degree in computer science, statistics, mathematics, or any quantitative discipline.Mathematical/machine learning background with the ability to understand & implement distributed algorithms.You already deployed machine learning modelling in production and were comfortable with the entire pipeline.Proficient with one or more of the following: Scala/Spark, Python. (Experience of functional code is not essential, but definitely a plus!)Affinity for business, product and user experience.Ability to clearly communicate data analyses results to end users.Interest in technology watch.Experience in Agile Processes, Test Driven Development and Framework design would be a plus.Additional InformationLife @ Deezer ParisStart-up environment and philosophy.Highly motivated and product-focused people ready to drive innovationHackathons & meetups.Friday drinks, summer and winter parties.A stocked kitchen with free drinks and snacks.Areas to relax and collaborate with beanbags, guitars and table football.An ‘at home’ vibe, with great outdoor spaces.Gym access at Deezer HQ, with lunch-time yoga, Pilates and boxing classes.If you feel like this is the right opportunity for you, press play!We are an equal opportunity employer."
"Data Scientist, PrincipalXPO Logistics, Inc.","XPO Logistics, Inc.","Ann Arbor, MI, US, 48105","https://ai-jobs.net/job/data-scientist-principal-2/","Logistics done differently.At XPO Logistics, we invest hundreds of millions in technology every year so that we can continue to develop state-of-the-art solutions for our customers. Are you looking for an opportunity to take your career to the next level with a rapidly expanding global company? As the Principal Data Scientist, you will be responsible for leading and driving the overall design and development of end-to-end data science solutions to support strategic business and IT initiatives. You will also coordinate the execution of work across team members, guide architectural troubleshooting and communicate progress and results. Become a part of our growing, dynamic team and we’ll help you develop to a level that will exceed your expectations. Pay, benefits and more.We are eager to attract the best, so we offer competitive compensation and a generous benefits package, including full health insurance (medical, dental and vision), 401(k), life insurance, disability and the opportunity to participate in a company incentive plan. What you’ll do on a typical day:Lead design and architect solutions for data science and data engineering projects; confirm delivery requirements and plan, track and communicate resources and delivery plan; assist with development work as neededUnderstand and improve data science standard patterns, templates and artifacts for platform architecture, data science development approaches, data models and new technology adoption and rolloutDefine patterns and share technical approaches and best practices among other developers; simplify and communicate completed work to broader audiences across the companyMentor other team members on technical skills, best practices, problem-solving approaches and standard patternsTroubleshoot technical issues in existing processes and current development work, solicit assistance from other roles and groups, and drive resolution to ensure the integrity of platform quality and project timelinesAllocate team resources across projects to balance the workload according to available capacity, planning dependencies and prevailing prioritiesCollaborate with IT and business teams to identify and document use cases, performance and capability requirements, and criteria for successful solution deliverySupport data consumers to ensure they have reliable access to trusted data, and provide occasional 24/7 on-call production support What you need to succeed at XPO:At a minimum, you’ll need:Master’s degree in Computer Science, MIS, Engineering, Business or a related field10 years of experience leading and delivering business solutions that rely on data science, Business Intelligence (BI), data warehousing or similar domainsSuccessful delivery of 10 or more projects in data science, data engineering or data integration as a tech lead/principalStrong understanding of the core principles of data science and machine learning; experience developing solutions using related tools and librariesAbility to analyze, summarize and characterize large or small data sets with varying degrees of fidelity or quality; able to identify and explain any insights or patterns within themSolid experience applying one or more of the following analytical methods: regression (preferably mixed models), data classification and reduction (cluster, factor, principle components, decision trees), Bayesian inference or other advanced machine learning techniquesStrong understanding of and experience with advanced statistical theoretical knowledgeSolid experience in exploratory data analysis and visualization using R and Python (Numpy, Pandas, Scipy, Plotly, Matplotlib)It’d be great if you also have:Data Science specialization from Coursera, Udacity, Data Camp, etc., Certified Business Intelligence Professional from TDWI, Certified Data Management Professional from DAMA, and/or certifications in data modeling and data engineering10 years of hands-on experience in delivering solutions in at least two of the following areas: data science, data modeling, data integration or BI5 years of hands-on experience in delivering solutions in at least two of the following areas: data science, data analysis, geo spatial, finance, econometrics, Cloud computing, big data or database managementBe part of something big. XPO is a leading provider of cutting-edge supply chain solutions to the most successful companies in the world. We help our customers manage their goods most efficiently using our technology and services. Our greatest strength is our global team – energetic, innovative people of all experience levels and talents who make XPO a great place to work. We are proud to be an Equal Opportunity/Affirmative Action employer. Qualified applicants will receive consideration for employment without regard to race, sex, disability, veteran or other protected status. The above statements are intended to describe the general nature and level of work being performed by people assigned to this classification. They are not intended to be construed as an exhaustive list of all responsibilities, duties and skills required of personnel so classified. All employees may be required to perform duties outside of their normal responsibilities from time to time, as needed. Nearest Major Market: Ann Arbor Nearest Secondary Market: Detroit"
"Senior Data Scientist / Artificial Intelligence / Machine Learning / AI/ML ScientistThe Vanguard Group, Inc.","The Vanguard Group, Inc.","Malvern, PA, US","https://ai-jobs.net/job/senior-data-scientist-artificial-intelligence-machine-learning-ai-ml-scientist/","Advance your career and our missionAs a Senior Data Scientist / Artificial Intelligence / Machine Learning / AI/ML Scientist, you will work with a highly innovative and vibrant team of Data Scientists in developing the next generation AI/ML enabled Financial Advice solutions for Vanguard. You will apply your analytics, artificial intelligence, machine learning, and cloud technologies knowledge to create foundations for the next generation of smart and cloud connected platform and services. This work will transform how financial advice is made accessible to the masses. With great freedom to innovate, you will play a leading role in world-class research that will drive the future of Vanguard’s artificial intelligence and machine learning. You will make a difference by leading and innovating new AI based systems and services that power our financial advice business. You will team up with business stakeholders to prioritize innovation ideas and work with other data scientists to develop and deliver breakthrough solutions. In addition, you will coach, mentor, and guide junior data scientists to help them excel and advance their career development.In this role you willYour Team:You will be working with a dynamic team of Innovators, AI engineers and data scientists that are at the forefront of AI/ML application for the company. You will be working at our Malvern Campus, focusing on researching and developing leading-edge analytics enabled solutions for our AI based financial Advice platform; including applying smart algorithms, machine learning, artificial intelligence, and cloud technologies. The team works closely with subject matter experts in investment methodology and economic theory.Vanguard has been changing the way the world invests for over 40 years, as a company we’re committed to improving the lives of our clients. We’re using AI and ML to create experiences and services that will help more people than ever reach their goals. As an Advice Principal Data Scientist you’ll be responsible for helping trail blaze AI/ML at Vanguard – some of the most important work we’ve ever done as a company.Your Challenge:You will be challenged to be influential and make a positive difference on a global scale, working on a team that is purely focused on AI/ML Research. Strong communication skills are essential to deliver your message globally across various stakeholders/teams with diverse backgrounds and focus areas spanning research, development, engineering, business, and management. You will be working in a very agile, dynamic environment leading/supporting ongoing activities while starting new ones. Therefore, success in this role requires excellent multitasking and time management skills. We look to you to surprise us in building breakthrough AI-enabled systems leveraging modern AI techniques to create value from the data collected and generated by our base systems. These AI enabled systems and services will allow us to provide highly individualized advice at a massive scale.You will apply your advanced data analytics, artificial intelligence/machine learning knowledge and experience to interact with stakeholders, identify new problems and opportunities, develop innovative propositions, contribute to intellectual property, and build and pilot first-of-its-kind demonstrators. You will play a strong role in shaping our agenda.What it takesPhD in Computer Science, Statistics, Machine Learning, Data Science, Electrical Engineering or related field, with 2+ years of experience in developing and implementing AI/ML related projectsStrong technical skills on machine learning/AI with proven track record. These technical skills include, but not limited to, regression techniques, neural networks, decision trees, clustering, pattern recognition, probability theory, stochastic systems, Bayesian inference, statistical techniques, deep learning, supervised learning, unsupervised learningStrong technical knowledge on big data technologies, cloud, and opensource software toolsOutstanding track record of successful solutions design in the digital spaceExperienced in using AI/ML platforms, technologies, techniques (e.g. TensorFlow, Apache MXnet, Theano, Keras, CNTK, scikit-learn, H2O, Spark MLlib, etc).Proficiency with SQL and NoSQL databasesProficiency with scalable data extraction tools (e.g. Cassandra, MongoDB)Proficiency with Scala, Spark, Java and/or SASAbout VanguardWe are Vanguard. Together, we’re changing the way the world invests.For us, investing doesn’t just end in value. It starts with values. Because when you invest with courage, when you invest with clarity, and when you invest with care, you can get so much more in return. We invest with purpose – and that’s how we’ve become a global market leader. Here, we grow by doing the right thing for the people we serve. And so can you.We want to make success accessible to everyone. This is our opportunity. Let’s make it count.Inclusion StatementVanguard’s continued commitment to diversity and inclusion is firmly rooted in our culture. Every decision we make to best serve our clients, crew (internally employees are referred to as crew), and communities is guided by one simple statement: ‘Do the right thing.’We believe that a critical aspect of doing the right thing requires building diverse, inclusive, and highly effective teams of individuals who are as unique as the clients they serve. We empower our crew to contribute their distinct strengths to achieving Vanguard’s core purpose through our values.When all crew members feel valued and included, our ability to collaborate and innovate is amplified, and we are united in delivering on Vanguard’s core purpose.Our core purpose: To take a stand for all investors, to treat them fairly, and to give them the best chance for investment success."
"Research Scientist, Medical ImagingDeepMind","DeepMind","London, UK","https://ai-jobs.net/job/research-scientist-medical-imaging-2/","Over the past three years we’ve built a specialist team who know what it takes to deploy clinical tools in practice – engineers, clinicians, translational researchers and more. In that time, we’ve also made major advances in healthcare AI research: detecting eye disease more quickly and accurately than experts; planning cancer radiotherapy treatment in seconds rather than hours; and working to detect patient deterioration from electronic records.Our vision is for Streams to now become an AI-powered assistant for nurses and doctors everywhere – combining the best algorithms with intuitive design, all backed up by rigorous evidence. The team working within Google, alongside brilliant colleagues from across the organisation, will help make this vision a reality.We are looking for highly talented and driven individuals who want to be part of an exceptional team, work in an inspiring and collaborative environment, and join a company focused on ground-breaking technology with potentially extraordinary impact. The Team Our team of Research Scientists aren’t cloistered in a secret lab but are embedded throughout the organization, allowing them to set up large-scale tests and deploy promising ideas quickly and broadly. Ideas may come from internal projects as well as from collaborations with research programs at partner universities and technical institutes all over the world. From creating experiments and prototyping implementations to designing new architectures, Research Scientists work on real-world problems using artificial intelligence, natural language processing, hardware and software performance analysis, improving compilers for mobile platforms, as well as core search and much more. We encourage you to stay connected to your research roots as an active contributor to the wider research community by partnering with universities and publishing papers.Our team of researchers, many renowned in their respective fields, focus on aspects within Machine Learning, Artificial intelligence and Neuroscience, including but not limited to deep neural models, reinforcement learning algorithms and biologically inspired models with the overall goal of building powerful general-purpose learning algorithms. We are active in the wider research community through publications and partner with top academics. We have created a passionate and engaging culture, combining the best of academia and product led environments, providing a supportive balance of structure and flexibility. Our unique approach encourages collaboration across all groups and especially with the DeepMind Research team, leading to ambitious creativity and the scope for innovative breakthroughs at the forefront of research.Our aim is to build AI technologies and prove their positive social impact. We work with hospitals on mobile tools and AI research to help get patients from test to treatment as quickly and accurately as possible. Data security and appropriate handling of data is a top priority for our team and our interdisciplinary team of computer scientists and clinical researchers work closely together with hospitals, such as Moorfields Eye Hospital in London, to identify and solve the tasks that make a real difference.  Responsibilities Design, implement and evaluate models, agents and software prototypesReport and present research findings and developments including status and results clearly and efficiently both internally and externally, verbally and in writing.Suggest and engage in team collaborations to meet research goals.Work with external collaborators and maintain relationships with relevant research labs and key individuals as appropriate.Support the strategic planning of the team by providing research leadershipMentor and support the team of research engineers across multiple projects About youMinimum qualifications:PhD in a technical field or equivalent practical experience.Strong knowledge in deep learningKnowledge and experience working with medical imaging dataPreferred qualifications:PhD in machine learning or computer science.Strong knowledge and experience in convolutional neural networksExperience working with deep learning methods for segmentation of medical imagesExperience in translating medical problems into machine learning problemsRelevant experience to the position such as post doctoral roles, a proven track record of publications, or deep neural network architectures.Competitive salary applies. We welcome applications from all sections of society.  We are committed to equal employment opportunity regardless of race, religion or belief, ethnic or national origin, disability, age, citizenship, marital, domestic or civil partnership status, sexual orientation, gender identity or any other basis as protected by applicable law.  If you have a disability or additional need that requires accommodation, please do not hesitate to let us know."
"Machine Learning Research InternRobert Bosch","Robert Bosch","Pittsburgh, PA 15222, USA","https://ai-jobs.net/job/machine-learning-research-intern/","Company DescriptionThe Bosch Research and Technology Center North America with offices in Palo Alto, California, Pittsburgh, Pennsylvania and Cambridge, Massachusetts is part of the global Bosch Group (www.bosch.com), a company with over 70 billion euro revenue, 400,000 people worldwide, a very diverse product portfolio, and a history of over 125 years. The Research and Technology Center North America (RTC-NA) is committed to providing technologies and system solutions for various Bosch business fields primarily in the areas of Human Machine Interaction (HMI), Robotics, Energy Technologies, Internet Technologies, Circuit Design, Semiconductors and Wireless, and MEMS Advanced Design.Job DescriptionThe Bosch Center for Artificial Intelligence (BCAI) was founded in early 2017 to deploy cutting-edge AI technologies across Bosch products and services creating solutions that are “Invented for life.” This position will be in the BCAI team at the Bosch Research and Technology Center (RTC) in Pittsburgh, PA. This internship role focuses on the integration of computer vision algorithms with human intelligence and requires the following responsibilities:Development and deployment of novel Deep Learning algorithms, implementation and evaluation using multi-modal Bosch data from application areas such as autonomous driving and roboticsTechnical discussions and creation of new ideas within the existing Deep Learning research teamClean, efficient, and well-documented implementation of new deep learning methodsRuntime analysis and improvements of existing deep learning implementationsImprove efficiency with human in the loop Integration with web services Work with team members to solve the challenges in data annotation QualificationsBasic QualificationsPursuing a PhD or master degree in Computer Science, Data Science, Electrical Engineering, or Mathematics2+ years of programming experience, in particular Python2+ years experience in Machine Learning, or Deep Learning1+ years experience in with Deep Learning frameworks (PyTorch, Keras, or Tensorflow)Broad knowledge of Machine Learning algorithms and principlesFamiliarity with Linux Preferred QualificationsProficiency in Machine Learning algorithms and principlesEstablished publication record in Machine Learning or Computer VisionExperience with large scale datasets for autonomous driving: German Traffic Sign Recognition Benchmark, KITTI, Caltech Pedestrian benchmark, …Excellent communication skills Additional Information4 months of part-time or full-time Fall 2019 or Spring 2020 internship, OR 3 months of Summer 2020 internshipInternship duration is extendible. By choice, we are committed to a diverse workforce – EOE/Protected Veteran/Disabled.BOSCH is a proud supporter of STEM (Science, Technology, Engineering & Mathematics) InitiativesFIRST Robotics (For Inspiration and Recognition of Science and Technology)AWIM (A World in Motion)"
"Senior Artificial Intelligence EngineerKing","King","Stockholm","https://ai-jobs.net/job/senior-artificial-intelligence-engineer/","Do you have an experimental approach to solving problems and equipped with a curious mindset? How about the combination of data, coding and creating AI/ML tools to help our teams enhance our players experiences? Then you could be our new, shiny, Senior AI Engineer!Your role within our KingdomYou´ll be part of a team of 13 Kingsters in the AI team (with roles as Product Owner, AI Engineers, Developers and Data Scientists) working closely together on multiple products. Our mission? Create products for advanced analytics of game performance to self-generation of game content, and anything in-between!As an AI Engineer at King, you will be developing, implementing and advancing our games and business applications to the next level by using the latest in the field of Machine Learning (ML) and AI. Including Deep Neural Networks for supervised, unsupervised and reinforcement learning as well as more traditional ML methods.With over 260+ million monthly active users and 47 billion events being uploaded daily, you´ll really have a lot of data to play with. Together with collaborative team members you´ll get to learn on the job every day!Skills to create thrillsSo what about you? You probably started off as engineer/developer and during your career have been working with analytical/data products. Or maybe you started off on the analytical side, digging into data, in a role within business intelligence or data science. Then your curiosity took over and you wanted to solve problems through automation and as a result, you started to get wildly interested in AI/ML solutions, experimenting with data and algorithms. More importantly, you´ve learned along the way that collaboration and experimenting is key to find new solutions.Degree in computer science, mathematics, machine learning or equivalentSolid working knowledge of PythonWorking experience of Tensorflow or similar frameworksExperience with or genuine interest in AI/ML applicationsTasty bonus skillsHave any sweet experience with one or some of the following areas? Then we sure like to hear about them!Development in or exposure to environments/sw products in C++ and/or JavaGame development and/or game enginesMobile products (iOS/Android development)Contributions to open source projectsWe know that you are in to games on some level (casual, console, board-games, Uno etc.) and if you also have experience working in the online gaming industry, we´d sure like to hear your story!A great saga needs all sorts of heroesMaking games is fun. Especially when you do it with people who share the same idea of what makes a good workplace, great. We craft games for everyone, no matter where they are or who they are, and we employ all kinds of people from all types of backgrounds to bring them to life. We believe we simply can’t expect diversity in our players and new ideas in our games without first nurturing it in our people. A great saga needs all sort of heroes. That’s why we provide equal opportunities and hire all sorts of talent.We’re Seriously PlayfulOfficially, we are a leading interactive entertainment company for the mobile world. Unofficially, we’re a serious business that takes pride in having fun. Every single day at King, we mix intuition with logic, art with science and magic with mathematics to craft the games the world loves to play. Together with our parent company, Activision Blizzard, our mission is to bring moments of magic to everyday life. If you think this is something you can help us achieve, we’d love to talk with you.Ready to level up? Join our Kingdom!You can find more information on our culture, values and benefits, including relocation packages at jobs.king.com. And we will be happy to tell you more about the role and about us.You should submit your application in English.Buzz: Data Scientist, Software Engineer, SW Developer, Principal, Programmer, BI, Data Science, Analyst, Gaming, Payments, Fin-tech, Platforms, Devices, Mobile, Android, iOS, Agile, AI/ML, A/B Testing, Personalisation, TDD, Test Driven Development, Utvecklare, Artificial Intelligence"
"Data Scientist – Strategic PartnershipsKing","King","San Francisco","https://ai-jobs.net/job/data-scientist-strategic-partnerships/","King Strategic Partnerships supports key company priorities by driving partner collaboration that fuels organic growth across our leading portfolio of games. We are looking for someone who is interested in making data-based recommendations that identify “win-win” value propositions leveraging our partner ecosystem. You’ll have a proven ability to apply your skills, be it technical, behavioural or economic, in order to generate value for Candy Crush, one of the leading casual games franchises as well as our studio’s next generation of awesome mobile games.We are looking for a talented and creative Data Scientist interested to work with King’s Strategic Partnerships organization.Your role within our KingdomYou will be working with a diverse group of stakeholders at one of the global leaders in casual mobile games. As part of King Strategic Partnerships, you will support account managers who own business and strategic initiatives across multiple platforms – Apple, Google, Facebook, Microsoft, Amazon, and NetEase (China).Working collaboratively with Data Scientists you will provide input to boost installs, engagement and monetization across platforms. You will build relationships with key stakeholders including Game Teams, Brand Marketing, Performance Marketing and Advertising, providing tailored recommendations and business insights. Last but not least you will champion the partnership team’s work to promote and raise its profile across the business which includes occasional domestic and international travel.You will help us to further understand, model and predict how partnerships and co-marketing campaigns bring and engage players to our games and be part of a community of 100+ business intelligence & analytics experts.Specifically, you will:Understand the business context behind our strategic partnerships and establish the right metrics to answer our most critical business questionsProactively develop new analyses and data-driven tools to better understand our collaboration and initiatives with platformsProvide insights and estimations to support business cases and an analytic perspective to help drive priorities within your teamTranslate business needs to technical requirements and A/B tests, and work with development teams to ensure correct implementation, taking care to correctly track the right information to allow easy, precise analysis of the impactWork closely with Business Manager and Partnerships Account Managers to leverage insights from platform across multiple platformsCollaborate with other disciplines to find hidden insights about our businessShare your insights in a manner that compels leadership to take actionSkills to create thrillsYou have a passion for quantitative analysis, and have the ability to draw business insights which will add real value to King. You will need to demonstrate the ability to learn quickly and will have worked in a fast paced and collaborative environment. This role will involve working with teams and individuals across King – such as Game Developers, Business Performance Managers and Marketeers, so excellent communication skills are essential.While we certainly don’t expect you to have all of these skills from day one, we do expect you to learn and develop in each of the following five areas:Business Insight: The ability to understand the problems and issues our games and business wants to solve, and then defining the right data, analysis or interpretation to lead to the right recommendations and decisionsCommunication: Designing good ways of communicating, visualizing or reporting your analyses and their results so they are clear and unambiguousSQL: The ability to write SQL queries to analyze our data with 300+ million players and work with relational database systems.Coding: Proficiency in R and/or Python for analysis and visualizations, automating manual tasks, and building toolsStatistics: Understanding of appropriate statistical techniquesBonus pointsOther experience that might be helpful, but is not required, includes:Previous experience in the games industry or similarly customer-facing mobile app businessFamiliarity with massive data sets and tools to deal with them (BigQuery, GCP, Hadoop/Hive, Spark etc.)Experience in descriptive analytics, segmentation, and related areasSkills with standard reporting tools such as Looker, QlikView, Tableau etc.A great saga needs all sorts of heroesMaking games is fun. Especially when you do it with people who share the same idea of what makes a good workplace, great. We design games for everyone, no matter where they are or who they are, and we employ all sorts of people from all kinds of backgrounds to bring them to life. Truth is, we simply can’t expect diversity in our players and originality in our games without first nurturing it in our people. A great saga needs all sorts of heroes. And that’s it.We’re Seriously PlayfulOfficially, we’re a leading interactive entertainment company for the mobile world. Unofficially, we’re a serious business that’s not afraid to have fun. Every day at King, we mix intuition with logic, art with science and magic with mathematics to create the games the world loves to play. Together with our parent company Activision Blizzard, our mission is to bring moments of magic to everyday life. If you think this is something you can help us achieve, let’s talk.Apply now!Want to join our Kingdom? You’ll find all you need to apply, plus more information on our culture, values and benefits, including relocation packages at jobs.king.com. All applications should be made in English."
"Senior Audio Machine Learning EngineerLogitech","Logitech","Windsor, United Kingdom","https://ai-jobs.net/job/senior-audio-machine-learning-engineer-2/","Position at Logitech The Role:Our Video Collaboration products help companies stay connected and can be found in the conference rooms of some of the biggest businesses in the world. We are a small nimble group and we are growing our team. We create amazing experiences in the conference room using creative design, surprising science, and innovation. We love what we do because we are passionate about connecting people and we use the products we create every day to stay connected to our team. Want to be part of this team of collaboration innovators? We are looking for a talented Senior Audio Machine Learning Engineer. You will be part of a small team of developers focused on making video collaboration an amazing experience and the software you create will be used by thousands of people every day. Your Contribution:Be Yourself. Be Open. Stay Hungry and Humble. Collaborate. Challenge. Decide and just Do. These are the behaviors you’ll need for success at Logitech. In this role you will:You have a practical knowledge of audio streaming processing techniques and machine learning in audio systems.  The goal is for you to combine your knowledge of deep learning approaches and audio signal processing techniques to achieve an optimal combination of noise identification and reduction for our customers.You have a passion for working on new and disruptive AI/deep learning/machine learning solutions in the field of improving audio processing.You design and implement machine learning approaches that will run in real-time embedded hardware.You stay up to date on latest developments in the field of AI/Machine Learning/Deep learning by reading relevant papers/journals and applying new technologies to create high quality meeting room experiences.You are comfortable with evaluating, analyzing and optimizing system resources related to audio processing and machine learning.Key Qualifications:For consideration, you must bring the following minimum skills and behaviors to our team:7+ years in coding with C/C++, Python, Lua, R, Matlab or any AI language.3+ years experience in Machine Learning technologies and tools such as TensorFlow, Caffe, Python, PyTorch.At least one finished complex audio project in the role of ML developer with algorithm development and implementation.Understanding of open source audio data repositories, such as TIMIT and MUSAN.3+ years of deep experience with ARM/Cortex cores as a software engineer.Knowledge of basic real-time digital audio communication algorithms and approaches.Expert level experience in ML learning software:  Python, Scala, or Tensor flow.Experience in implementing real world applications in AI.Proficient in performance analysis and optimization techniques.Experience in using Source Control / Project Tracking systems (Github, Jira).Attention to details and ability to work independently .Programming experience on Android platforms is a plus.Porting of algorithms into FPGA accelerated implementations is a plus .Education:M.S. (or equivalent) in Mathematics, Computer Science, Electrical Engineering or related field.Logitech is the sweet spot for people who are passionate about products, making a mark, and having fun doing it. As a company, we’re small and flexible enough for every person to take initiative and make things happen. But we’re big enough in our portfolio, and reach, for those actions to have a global impact. That’s a pretty sweet spot to be in and we’re always striving to keep it that way.                                                                                                                             “All qualified applicants will receive consideration for employment without regard to race, sex, color, religion, sexual orientation, gender identity, national origin, protected veteran status, or on the basis of disability.”"
